nctid	nct_title	nct_link	status
NCT01844817	Phase II Trial Of Gemcitabine Plus Nab-Paclitaxel +/- OGX-427 In Patients With Metastatic Pancreatic Cancer	https://clinicaltrials.gov/study/NCT01844817	COMPLETED
NCT01844895	Methotrexate-Inadequate Response Autoinjector Device Sub Study	https://clinicaltrials.gov/study/NCT01844895	COMPLETED
NCT01845636	Olfactory Deficits in MCI as Predictor of Improved Cognition on Donepezil	https://clinicaltrials.gov/study/NCT01845636	COMPLETED
NCT01845831	Sitagliptin Therapy in Hospitalized Patients With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01845831	COMPLETED
NCT01846273	Visual Outcome in Patients With Symptomatic Macular Polypoidal Choroidal Vasculopathy (PCV) Treated With Either Ranibizumab as Monotherapy or Combined With Verteporfin Photodynamic Therapy (vPDT)	https://clinicaltrials.gov/study/NCT01846273	COMPLETED
NCT01846611	A Study Comparing the Combination of Trabectedin (YONDELIS) and DOXIL/CAELYX With DOXIL/CAELYX for the Treatment of Advanced-Relapsed Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer	https://clinicaltrials.gov/study/NCT01846611	COMPLETED
NCT01846871	Tivozanib for Recurrent Glioblastoma	https://clinicaltrials.gov/study/NCT01846871	COMPLETED
NCT01847001	Study of Propranolol in Newly Diagnosed Breast Cancer Patients Undergoing Neoadjuvant Chemotherapy	https://clinicaltrials.gov/study/NCT01847001	COMPLETED
NCT01847313	The Effect of Glucagon-like-peptide 1 (GLP-1) Receptor Agonism on Diabetic Kidney Disease	https://clinicaltrials.gov/study/NCT01847313	COMPLETED
NCT01847443	Comparison of Pharmacokinetic Profiles of Two Nicotine Gum Formulations	https://clinicaltrials.gov/study/NCT01847443	COMPLETED
NCT01847469	Zonisamide in Addition to E-CPT-C for Veterans With PTSD and Comorbid Alcohol Dependence	https://clinicaltrials.gov/study/NCT01847469	COMPLETED
NCT01848054	Study to Assess Efficacy and Safety of BNX Sublingual Tablets for the Induction of Treatment of Opioid Dependence	https://clinicaltrials.gov/study/NCT01848054	COMPLETED
NCT01848990	CONSISTENT 1: Metabolic and Safety Outcomes of Hylenex Recombinant (Hyaluronidase Human Injection) Preadministered at CSII Infusion Site in Participants With Type 1 Diabetes Mellitus (T1DM)	https://clinicaltrials.gov/study/NCT01848990	COMPLETED
NCT01849068	Effects of Selective Inhibition of Cholesterol Absorption With Ezetimibe on Intestinal Cholesterol Homeostasis in Dyslipidemic Men With Insulin-resistance - a Pilot Study	https://clinicaltrials.gov/study/NCT01849068	COMPLETED
NCT01849289	A Trial Comparing Efficacy and Safety of Insulin Degludec and Insulin Glargine in Insulin naïve Subjects With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01849289	COMPLETED
NCT01849783	Autologous Stem Cell Transplant Followed By Maintenance Therapy in Treating Elderly Patients With Multiple Myeloma	https://clinicaltrials.gov/study/NCT01849783	COMPLETED
NCT01850355	An Open-Label Trial of Buspirone for the Treatment of Anxiety in Youth With Autism Spectrum Disorders	https://clinicaltrials.gov/study/NCT01850355	COMPLETED
NCT01850446	Comparative Clinical Trial of Efficacy and Safety of Ergoferon Versus Oseltamivir in Treatment of Influenza	https://clinicaltrials.gov/study/NCT01850446	COMPLETED
NCT01850524	IXAZOMIB Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Patients With Newly Diagnosed Multiple Myeloma	https://clinicaltrials.gov/study/NCT01850524	COMPLETED
NCT01850602	A Phase III Study of PA21 in Hemodialysis Patients With Hyperphosphatemia	https://clinicaltrials.gov/study/NCT01850602	COMPLETED
NCT01851590	Resin vs. Amorolfine vs. Terbinafine Treatment in Onychomycosis	https://clinicaltrials.gov/study/NCT01851590	COMPLETED
NCT01851863	Compliance With Antidepressant Medication in Treatment of Functional Dyspepsia	https://clinicaltrials.gov/study/NCT01851863	COMPLETED
NCT01852162	Pharmacodynamic Effects of Dabigatran in Patients on Dual Antiplatelet Therapy	https://clinicaltrials.gov/study/NCT01852162	COMPLETED
NCT01852175	Pharmacodynamic Effects of Prasugrel Compared With Ticagrelor in Patients With Coronary Artery Disease	https://clinicaltrials.gov/study/NCT01852175	COMPLETED
NCT01852214	Pharmacodynamic Effect of Prasugrel vs. Ticagrelor in Diabetes	https://clinicaltrials.gov/study/NCT01852214	COMPLETED
NCT01852383	Duloxetine Treatment in Elderly With Dysthymia	https://clinicaltrials.gov/study/NCT01852383	COMPLETED
NCT01853046	Pharmacokinetics and Safety of Regorafenib (BAY73-4506) in Cancer Subjects With Severe Renal Impairment	https://clinicaltrials.gov/study/NCT01853046	COMPLETED
NCT01854047	An Evaluation of Dupilumab in Patients With Moderate to Severe Uncontrolled Asthma	https://clinicaltrials.gov/study/NCT01854047	COMPLETED
NCT01854385	Sumatriptan as Treatment for Post-traumatic Headache	https://clinicaltrials.gov/study/NCT01854385	COMPLETED
NCT01855074	An Efficacy and Safety Study of Risperidone Long-Acting Microspheres in Participants With Schizophrenia, Schizophreniform or Schizoaffective Disorders	https://clinicaltrials.gov/study/NCT01855074	COMPLETED
NCT01855750	A Study of the Bruton's Tyrosine Kinase Inhibitor, PCI-32765 (Ibrutinib), in Combination With Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone in Patients With Newly Diagnosed Non-Germinal Center B-Cell Subtype of Diffuse Large B-Cell Lymphoma	https://clinicaltrials.gov/study/NCT01855750	COMPLETED
NCT01855789	A Study of the Impact of Methotrexate (MTX) Discontinuation on the Efficacy of Subcutaneous (SC) Tocilizumab (TCZ) With MTX	https://clinicaltrials.gov/study/NCT01855789	COMPLETED
NCT01855828	Phase 2 Trial of Pertuzumab and Trastuzumab With Weekly Paclitaxel and Chemotherapy for HER2 Positive Breast Cancer	https://clinicaltrials.gov/study/NCT01855828	COMPLETED
NCT01856712	Oral vs. Injectable Naltrexone for Hospitalized Veterans With Alcohol Dependence	https://clinicaltrials.gov/study/NCT01856712	COMPLETED
NCT01856790	Effect of Liraglutide on Automated Closed-loop Glucose Control in Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01856790	COMPLETED
NCT01856868	Use of (-)-Epicatechin in the Treatment of Becker Muscular Dystrophy (Pilot Study)	https://clinicaltrials.gov/study/NCT01856868	COMPLETED
NCT01857063	Study of the Efficacy and Safety of MK-0476 in Japanese Pediatric Participants With Seasonal Allergic Rhinitis (MK-0476-519)	https://clinicaltrials.gov/study/NCT01857063	COMPLETED
NCT01857583	Safety and Pharmacokinetics Study of DU-176b Administered to Patients With Severe Renal Impairment Undergoing Orthopedic Surgery of The Lower Limbs	https://clinicaltrials.gov/study/NCT01857583	COMPLETED
NCT01858389	A Study Of Dacomitinib (PF-00299804) In Patients With Advanced Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT01858389	COMPLETED
NCT01858766	Safety and Efficacy of Sofosbuvir + Velpatasvir With or Without Ribavirin in Treatment-Naive Adults With Chronic HCV Infection	https://clinicaltrials.gov/study/NCT01858766	COMPLETED
NCT01859312	Comparison of Cortisol Pump With Standard Treatment for Congenital Adrenal Hyperplasia	https://clinicaltrials.gov/study/NCT01859312	COMPLETED
NCT01859793	Effects of Sitagliptin on Endothelial Function in Type 2 Diabetes on Background Metformin Therapy	https://clinicaltrials.gov/study/NCT01859793	COMPLETED
NCT01859988	Study of Dupilumab Administered to Adult Patients With Moderate-to-Severe Atopic Dermatitis	https://clinicaltrials.gov/study/NCT01859988	COMPLETED
NCT01861002	A Phase I Study of 5-Azacytidine in Combination With Chemotherapy for Children With Relapsed or Refractory ALL or AML	https://clinicaltrials.gov/study/NCT01861002	COMPLETED
NCT01862029	Effects of Roflumilast on Insulin and Blood Sugar Levels in Prediabetic Overweight and Obese Individuals	https://clinicaltrials.gov/study/NCT01862029	COMPLETED
NCT01862328	Dose Escalation, Multi-arm Study of MLN4924 Plus Docetaxel, Gemcitabine, or Combination of Carboplatin and Paclitaxel in Participants With Solid Tumors	https://clinicaltrials.gov/study/NCT01862328	COMPLETED
NCT01862536	Tadalafil for Pulmonary Hypertension Due to Chronic Lung Disease	https://clinicaltrials.gov/study/NCT01862536	COMPLETED
NCT01863745	Nilotinib Roll-over Protocol for Patients in Novartis-sponsored Nilotinib Study and Benefiting From Nilotinib Treatment	https://clinicaltrials.gov/study/NCT01863745	COMPLETED
NCT01864148	Study to Assess the Efficacy, Safety, Tolerability, and Pharmacokinetics of BIIB033 in Participants With Relapsing Forms of Multiple Sclerosis When Used Concurrently With Avonex	https://clinicaltrials.gov/study/NCT01864148	COMPLETED
NCT01865812	Phase 2 Study on Effects of Obeticholic Acid (OCA) on Lipoprotein Metabolism in Participants With Primary Biliary Cirrhosis	https://clinicaltrials.gov/study/NCT01865812	COMPLETED
NCT01866098	Naltrexone for Antipsychotic-Induced Weight Gain	https://clinicaltrials.gov/study/NCT01866098	COMPLETED
NCT01867216	A Study of Multiple Doses of LY2922470 in Participants With Diabetes	https://clinicaltrials.gov/study/NCT01867216	COMPLETED
NCT01867307	Effect of Empagliflozin Kinetics on Renal Glucose Reabsorption in Patients With Type II Diabetes and Healthy Controls	https://clinicaltrials.gov/study/NCT01867307	COMPLETED
NCT01867710	Abiraterone With Different Steroid Regimens for Side Effect Related to Mineralcorticoid Excess Prevention in Prostate Cancer Prior to Chemotherapy	https://clinicaltrials.gov/study/NCT01867710	COMPLETED
NCT01868022	Study to Evaluate GSK3052230 in Combination With Paclitaxel and Carboplatin, or Docetaxel or as Single Agent in Subjects With Solid Malignancies and Deregulated Fibroblast Growth Factor (FGF) Pathway Signaling	https://clinicaltrials.gov/study/NCT01868022	COMPLETED
NCT01868542	A Trial Comparing the Glycaemic Control of Levemir® Administered Once Daily According to Two Insulin Detemir Titration Algorithms After 20 Weeks in Subjects With Type 2 Diabetes Mellitus Inadequately Controlled on Metformin Treatment With or Without Other Anti-diabetic Drugs (OADs)	https://clinicaltrials.gov/study/NCT01868542	COMPLETED
NCT01868633	Dexamethasone for Post Cesarean Delivery Analgesia	https://clinicaltrials.gov/study/NCT01868633	COMPLETED
NCT01868893	An Expanded Access, Open-Label Study of Obinutuzumab (GA101) Plus Chlorambucil in Patients With Previously Untreated Chronic Lymphocytic Leukemia	https://clinicaltrials.gov/study/NCT01868893	COMPLETED
NCT01869699	Effects of Intravenous Acetaminophen on Body Temperature and Hemodynamic Responses in Febrile Critically Ill Adults	https://clinicaltrials.gov/study/NCT01869699	COMPLETED
NCT01869959	A Study of LY2405319 in Participants With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01869959	COMPLETED
NCT01870297	A Study of LY3025876 in Participants With Diabetes	https://clinicaltrials.gov/study/NCT01870297	COMPLETED
NCT01870739	A Study to Evaluate the Effect of LCZ696 on Aortic Stiffness in Subjects With Hypertension	https://clinicaltrials.gov/study/NCT01870739	COMPLETED
NCT01870843	A Study to Evaluate the Impact of Escitalopram on Quality of Life and Social Functionality in Patients With Major Depressive Disorder With Anxiety Symptom	https://clinicaltrials.gov/study/NCT01870843	COMPLETED
NCT01870921	Brilinta DaYu Study	https://clinicaltrials.gov/study/NCT01870921	COMPLETED
NCT01871285	Evaluation of the Tolerability of Switching Subjects on Chronic ATC Opioid Therapy to Buprenorphine HCl Buccal Film	https://clinicaltrials.gov/study/NCT01871285	COMPLETED
NCT01871805	A Study of Alectinib (CH5424802/RO5424802) in Participants With Anaplastic Lymphoma Kinase (ALK)-Rearranged Non-Small Cell Lung Cancer (NSCLC)	https://clinicaltrials.gov/study/NCT01871805	COMPLETED
NCT01872689	A Study of Lebrikizumab in Participants With Idiopathic Pulmonary Fibrosis (IPF)	https://clinicaltrials.gov/study/NCT01872689	COMPLETED
NCT01872910	A Study of LY3023703 Testing Pain Relief After Wisdom Teeth Removal	https://clinicaltrials.gov/study/NCT01872910	COMPLETED
NCT01873729	An Open-Label Study of Naltrexone in Adults With Attention Deficit Hyperactivity Disorder.	https://clinicaltrials.gov/study/NCT01873729	COMPLETED
NCT01873859	Safety of Continuing Metformin in Diabetic Patients With Normal Kidney Function Receiving Contrast Media	https://clinicaltrials.gov/study/NCT01873859	COMPLETED
NCT01874054	Study of Brentuximab Vedotin Combined With Bendamustine in Patients With Hodgkin Lymphoma	https://clinicaltrials.gov/study/NCT01874054	COMPLETED
NCT01874431	Safety and Efficacy of Different Oral Doses of BAY94-8862 in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Nephropathy	https://clinicaltrials.gov/study/NCT01874431	COMPLETED
NCT01874665	A Phase 2 Trial of Ponatinib in Participants With Metastatic and/or Unresectable Gastrointestinal Stromal Tumor	https://clinicaltrials.gov/study/NCT01874665	COMPLETED
NCT01874951	Low-Dose Naltrexone (LDN) for Depression Relapse and Recurrence	https://clinicaltrials.gov/study/NCT01874951	COMPLETED
NCT01875250	Enzalutamide in Combination With PSA-TRICOM in Patients With Non-Metastatic Castration Sensitive Prostate Cancer	https://clinicaltrials.gov/study/NCT01875250	COMPLETED
NCT01876368	Efficacy and Safety of LCZ696 Compared to Olmesartan in Essential Hypertensive Patients Not Responsive to Olmesartan	https://clinicaltrials.gov/study/NCT01876368	COMPLETED
NCT01876823	Memantine Plus Es-citalopram in Elderly Depressed Patients With Cognitive Impairment	https://clinicaltrials.gov/study/NCT01876823	COMPLETED
NCT01877187	Lipiodol as an Imaging Biomarker in Patients With Primary and Metastatic Liver Cancer	https://clinicaltrials.gov/study/NCT01877187	COMPLETED
NCT01877915	A Study to Assess the Effectiveness and Safety of Rivaroxaban in Reducing the Risk of Death, Myocardial Infarction or Stroke in Participants With Heart Failure and Coronary Artery Disease Following an Episode of Decompensated Heart Failure	https://clinicaltrials.gov/study/NCT01877915	COMPLETED
NCT01878006	Genetic Effects on Dopamine Response to an Opiate	https://clinicaltrials.gov/study/NCT01878006	COMPLETED
NCT01878292	Safety and Efficacy of Vilazodone in Adolescent Patients With Major Depressive Disorder	https://clinicaltrials.gov/study/NCT01878292	COMPLETED
NCT01879085	Study of Vorinostat in Combination With Gemcitabine and Docetaxel in Advanced Sarcoma	https://clinicaltrials.gov/study/NCT01879085	COMPLETED
NCT01879722	Safety, Tolerability and Pharmacokinetic Study of Multiple Rising Doses of TAK- 063 in Participants With Stable Schizophrenia and Healthy Participants	https://clinicaltrials.gov/study/NCT01879722	COMPLETED
NCT01880099	A Study to Help People Quit Smoking.	https://clinicaltrials.gov/study/NCT01880099	COMPLETED
NCT01880593	Ketamine Plus Lithium in Treatment-Resistant Depression	https://clinicaltrials.gov/study/NCT01880593	COMPLETED
NCT01880957	PET and MRI Brain Imaging of Bipolar Disorder	https://clinicaltrials.gov/study/NCT01880957	COMPLETED
NCT01881230	Evaluate Risk/Benefit of Nab Paclitaxel in Combination With Gemcitabine and Carboplatin Compared to Gemcitabine and Carboplatin in Triple Negative Metastatic Breast Cancer (or Metastatic Triple Negative Breast Cancer)	https://clinicaltrials.gov/study/NCT01881230	COMPLETED
NCT01881763	Ketamine as an Augmentation Strategy for Electroconvulsive Therapy (ECT) in Depression	https://clinicaltrials.gov/study/NCT01881763	COMPLETED
NCT01881828	Metformin Therapy for Overweight Adolescents With Type 1 Diabetes	https://clinicaltrials.gov/study/NCT01881828	COMPLETED
NCT01882816	Intensity-Modulated Radiation Therapy (IMRT) in the Treatment of Non-Anaplastic Non-Medullary Thyroid Cancer	https://clinicaltrials.gov/study/NCT01882816	COMPLETED
NCT01882907	Safety and Efficacy Study to Compare Vildagliptin to Pioglitazone as Adding on Metformin in Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01882907	COMPLETED
NCT01883362	Standard of Care +/- Midostaurin to Prevent Relapse Post Stem Cell Transplant in Patients With FLT3-ITD Mutated AML	https://clinicaltrials.gov/study/NCT01883362	COMPLETED
NCT01885078	An Extension Study in Participants With Moderate to Severe Rheumatoid Arthritis	https://clinicaltrials.gov/study/NCT01885078	COMPLETED
NCT01885182	Determine the Safety and Efficacy of Oxy/Nal Tablets Compared to Oxy PR in Subjects With Cancer Pain	https://clinicaltrials.gov/study/NCT01885182	COMPLETED
NCT01885208	Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-weekly as add-on to 1-2 Oral Antidiabetic Drugs (OADs) in Subjects With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT01885208	COMPLETED
NCT01885910	Aczone 5% Gel as Maintenance Treatment of Acne Vulgaris Following Completion of Oral Doxycycline and Aczone 5% Gel	https://clinicaltrials.gov/study/NCT01885910	COMPLETED
